Date,Open,High,Low,Close,Adj Close,Volume
12-05-2022,1550,1554.949951,1513.099976,1526.150024,1478.384399,3407191
13-05-2022,1530,1574.900024,1502,1534.5,1486.473022,4328846
16-05-2022,1550,1567.5,1539.449951,1542.900024,1494.610229,1775914
17-05-2022,1545,1607.900024,1545,1604.099976,1553.894653,1608711
18-05-2022,1623,1623,1565,1572.5,1523.283813,2984009
19-05-2022,1550,1562.75,1540.349976,1547.949951,1499.501953,1798843
20-05-2022,1569.400024,1613.449951,1561.050049,1610.099976,1559.706909,2175224
23-05-2022,1629,1660,1605.599976,1644.150024,1592.691162,4177811
24-05-2022,1644.800049,1653.699951,1610.099976,1626.300049,1575.399902,1970395
25-05-2022,1633,1639.699951,1571.099976,1574.75,1525.463379,1417130
26-05-2022,1575,1588.900024,1536.650024,1564.550049,1515.582642,3578710
27-05-2022,1575.199951,1606,1574,1600.300049,1550.213623,1279218
30-05-2022,1620,1663.699951,1613.599976,1660.849976,1608.868408,2119326
31-05-2022,1660.5,1674.400024,1645,1654.5,1602.717285,3534742
01-06-2022,1653.550049,1661,1638.449951,1648,1596.420776,1425466
02-06-2022,1632,1649.449951,1623.699951,1637.150024,1585.910278,1852251
03-06-2022,1657.949951,1673.699951,1644.949951,1652.050049,1600.343994,2928263
06-06-2022,1652.150024,1662.300049,1634.099976,1640.199951,1588.864868,1538005
07-06-2022,1630,1638.400024,1586.099976,1589.449951,1539.703125,2157491
08-06-2022,1595,1607.800049,1570.099976,1584.550049,1534.956665,2122442
09-06-2022,1556.199951,1600,1556.199951,1595.099976,1545.176392,1361104
10-06-2022,1570,1594.5,1569.050049,1585.099976,1535.48938,1337799
13-06-2022,1560.150024,1565.949951,1518.300049,1532.050049,1484.099854,2460367
14-06-2022,1532.050049,1554.300049,1525.199951,1544.650024,1496.305542,1983405
15-06-2022,1547.949951,1567,1539.050049,1560.349976,1511.514038,1461683
16-06-2022,1568.400024,1575,1516.75,1527.400024,1479.595337,2329325
17-06-2022,1522,1529.949951,1481.400024,1489.949951,1443.317383,4548572
20-06-2022,1490,1497.849976,1456.349976,1471.800049,1425.735352,1837431
21-06-2022,1480,1515.199951,1476.900024,1500.300049,1453.343628,1458922
22-06-2022,1490,1490.949951,1468,1478.75,1432.467896,1906619
23-06-2022,1481.5,1511.75,1481.5,1494.300049,1447.531372,1828491
24-06-2022,1501.75,1512,1489,1494.849976,1448.063965,1731440
27-06-2022,1524,1544.699951,1509.75,1535.800049,1487.732422,2389778
28-06-2022,1530,1557.5,1524.099976,1551.5,1502.94104,2072405
29-06-2022,1531.25,1554,1525.400024,1547.900024,1499.453613,1480197
30-06-2022,1549.050049,1566.900024,1542.099976,1558.25,1509.479736,3308971
01-07-2022,1560.949951,1576,1534.599976,1572.150024,1522.94458,1294305
04-07-2022,1572.099976,1587.449951,1550.199951,1581.699951,1532.195801,1269969
05-07-2022,1584,1597.25,1561.599976,1564.900024,1515.921631,1445200
06-07-2022,1565.550049,1590.5,1551.800049,1556.150024,1507.445557,2422594
07-07-2022,1565.900024,1614.150024,1565.650024,1611.099976,1560.675537,1697912
08-07-2022,1621,1702,1618,1687.449951,1634.635864,6516138
11-07-2022,1684.949951,1688.849976,1653.400024,1663,1610.951294,1316037
12-07-2022,1655,1672.900024,1649.050049,1653.75,1601.990845,781516
13-07-2022,1664,1683.25,1644.400024,1647.25,1595.694092,1914814
14-07-2022,1651.849976,1667.349976,1634.599976,1646.150024,1594.628662,1170472
15-07-2022,1653.900024,1687.849976,1649.199951,1684.849976,1632.117432,1345141
18-07-2022,1696.050049,1734.599976,1690,1727.650024,1673.577881,3200640
19-07-2022,1719.949951,1734.949951,1714,1729.800049,1675.660522,1351783
20-07-2022,1740.349976,1746.849976,1727.949951,1739.949951,1685.49292,1509911
21-07-2022,1726.900024,1768.949951,1715.099976,1765.150024,1731.801147,2827327
22-07-2022,1765.5,1779.550049,1752.550049,1767.75,1734.351929,1495629
25-07-2022,1765,1785.5,1760.050049,1782.449951,1748.77417,1916615
26-07-2022,1780.75,1780.75,1741.900024,1751.25,1718.163818,1585897
27-07-2022,1754,1819.5,1750,1796.650024,1762.705933,5369460
28-07-2022,1805,1816,1786.949951,1801.25,1767.219116,1831059
29-07-2022,1814.949951,1832.5,1794,1808.050049,1773.890625,1747781
01-08-2022,1808,1817.849976,1790.300049,1814.699951,1780.415039,1341943
02-08-2022,1809,1811.650024,1775.699951,1793.050049,1759.174072,1749346
03-08-2022,1793.050049,1804,1773,1789.800049,1755.985352,1264299
04-08-2022,1793.800049,1814.800049,1775,1780.099976,1746.46875,1856927
05-08-2022,1782.949951,1807,1775.300049,1787.449951,1753.67981,1430542
08-08-2022,1796.400024,1832.050049,1790.25,1829.650024,1795.08252,2625195
10-08-2022,1830,1867,1822.25,1855.150024,1820.10083,3422074
11-08-2022,1870.050049,1878.800049,1855.199951,1867.150024,1831.874023,1918049
12-08-2022,1865,1869,1838,1846.449951,1811.565063,1041383
16-08-2022,1860,1864,1842,1848.900024,1813.968872,1426893
17-08-2022,1861.449951,1867.349976,1850.050049,1855.699951,1820.640259,1748371
18-08-2022,1857,1898.550049,1850,1894.550049,1858.75647,2519639
19-08-2022,1894.099976,1942,1892.75,1936.050049,1899.472412,4134598
22-08-2022,1937.099976,1944,1875,1880.650024,1845.119019,3175874
23-08-2022,1870,1911.949951,1865.699951,1877.050049,1841.587158,1811509
24-08-2022,1876,1898,1851.599976,1893.349976,1857.579102,1534933
25-08-2022,1900,1918,1873,1877.900024,1842.420898,1121363
26-08-2022,1890.199951,1912,1887.199951,1905.400024,1869.401367,1119310
29-08-2022,1870,1890,1861,1881.5,1845.952759,1183546
30-08-2022,1893.900024,1928,1889.150024,1922.5,1886.178223,1394462
01-09-2022,1905,1930.5,1892.099976,1912.949951,1876.808594,2014905
02-09-2022,1900.5,1958.800049,1900.25,1940.5,1903.838257,3201140
05-09-2022,1947.949951,1972.75,1942.099976,1968.349976,1931.161987,2474746
06-09-2022,1973.800049,1985.099976,1951.300049,1962.300049,1925.22644,1172733
07-09-2022,1941.099976,1961.349976,1934,1958.099976,1921.105713,1238549
08-09-2022,1967.900024,1977,1947.550049,1974.400024,1937.097778,1632797
09-09-2022,1977.349976,1987.400024,1944,1949.75,1912.913452,980869
12-09-2022,1949.75,1967,1947.900024,1961.900024,1924.833984,791708
13-09-2022,1968.900024,1995,1963.099976,1991.349976,1953.727539,1761021
14-09-2022,1964.650024,1972.949951,1949.400024,1953.900024,1916.985107,2322752
15-09-2022,1959.099976,1984.699951,1954.800049,1957.5,1920.51709,1566565
16-09-2022,1947,1956.900024,1915,1920,1883.725586,3881617
19-09-2022,1921.099976,1931.949951,1905,1910.699951,1874.601196,1755456
20-09-2022,1931,1955.800049,1925,1932.699951,1896.185547,1666658
21-09-2022,1921.099976,1946.300049,1891.599976,1895.650024,1859.835571,1618385
22-09-2022,1882,1905.599976,1873,1888.199951,1852.526245,1875115
23-09-2022,1890,1895.449951,1852.550049,1856.849976,1821.768677,1948766
26-09-2022,1849,1876.800049,1818,1851.449951,1816.470581,1529101
27-09-2022,1856,1864,1832.5,1841.199951,1806.414307,1443698
28-09-2022,1829.699951,1856,1825.599976,1835.449951,1800.772949,1853503
29-09-2022,1844.650024,1857.400024,1797.400024,1815.5,1781.199829,2377718
30-09-2022,1823.949951,1882.949951,1816.050049,1847.699951,1812.791504,2339518
03-10-2022,1852,1852,1814,1819.300049,1784.928101,1850414
04-10-2022,1835.300049,1880.949951,1835.300049,1871.550049,1836.190918,1637532
06-10-2022,1882,1919,1878.099976,1912.949951,1876.808594,2771898
07-10-2022,1905,1928.949951,1903.050049,1924.550049,1888.189697,1469264
10-10-2022,1905,1917,1883.5,1909.650024,1873.571045,1656954
11-10-2022,1923.800049,1923.800049,1871.25,1878.949951,1843.45105,1047963
12-10-2022,1880,1916,1858.050049,1911.25,1875.140869,1907748
13-10-2022,1901,1912,1868.25,1876.150024,1840.703979,1303645
14-10-2022,1900,1936.75,1898.449951,1911.599976,1875.484253,1819114
17-10-2022,1902.900024,1914,1878.400024,1883.199951,1847.620728,2588147
18-10-2022,1893.099976,1931.199951,1893.099976,1918.099976,1881.86145,1401849
19-10-2022,1920,1947,1901.650024,1904.900024,1868.910889,1636141
20-10-2022,1898.650024,1917.800049,1886.300049,1904.150024,1868.175049,1374019
21-10-2022,1913.699951,1925,1867.099976,1876.75,1841.292725,2225676
24-10-2022,1906,1919.900024,1900,1909.75,1873.669189,269400
25-10-2022,1915,1954.650024,1891.550049,1949.099976,1912.275879,2136147
27-10-2022,1952.099976,1971.849976,1949.900024,1964.050049,1926.943359,2245395
28-10-2022,1972,1986,1963.800049,1975.050049,1937.735474,2013794
31-10-2022,1986,2034.650024,1978.199951,2023.099976,1984.877686,3176507
01-11-2022,2032,2056,1990.050049,2024.449951,1986.202148,4464211
02-11-2022,2036.5,2042,2000,2013.300049,1975.262817,1889651
03-11-2022,2006,2022.5,1993,2008.699951,1970.749756,1052241
04-11-2022,2010,2029.349976,2004.75,2015.099976,1977.028809,2312753
07-11-2022,2021.400024,2032,1993,2017.650024,1979.53064,1395070
09-11-2022,2025.050049,2036.949951,1996.25,2003.5,1965.648071,1301233
10-11-2022,1995,2001.849976,1970.199951,1977.650024,1940.286377,1261210
11-11-2022,2003.599976,2018.800049,1991.949951,2011.099976,1973.10437,1203125
14-11-2022,2013.050049,2021.900024,1995.25,1999.800049,1962.017822,1175155
15-11-2022,2003,2017,1978.099976,1996.550049,1958.829468,1450841
16-11-2022,1986,2009.849976,1985.050049,2003.599976,1965.746094,1195832
17-11-2022,2002,2059,2001.099976,2029.550049,1991.205933,3786182
18-11-2022,2039,2050.949951,2006.849976,2024.449951,1986.202148,1248459
21-11-2022,2019,2033,2007,2011.449951,1973.447754,714687
22-11-2022,2021.550049,2033.150024,2019.599976,2029.800049,1991.45105,1337869
23-11-2022,2038.949951,2044,2018,2025,1986.741699,1046988
24-11-2022,2030.5,2060,2028.400024,2052.199951,2013.427856,1611889
25-11-2022,2061,2095.800049,2058.449951,2062.75,2023.778442,2652761
28-11-2022,2064.350098,2072,2052,2064.449951,2025.446411,1105372
29-11-2022,2070,2072,2038.599976,2050.550049,2011.809082,1413764
30-11-2022,2053,2086,2045,2074.850098,2035.650146,2104550
01-12-2022,2085.25,2110,2079.449951,2104.25,2064.494629,2614357
02-12-2022,2096.100098,2098.899902,2069.149902,2085.5,2046.098755,1957264
05-12-2022,2095.949951,2096.800049,2068.850098,2085.600098,2046.197021,1767537
06-12-2022,2081,2100,2067,2093.5,2053.947754,1530731
07-12-2022,2096.300049,2144,2096.300049,2124,2083.871338,3438327
08-12-2022,2120,2175,2120,2167.699951,2126.74585,3743754
09-12-2022,2168,2194.350098,2137.5,2154.050049,2113.35376,2573609
12-12-2022,2148.899902,2169,2134.550049,2163.699951,2122.821289,1536090
13-12-2022,2170,2175.699951,2152.5,2172.899902,2131.847412,1233124
14-12-2022,2176.949951,2210,2175.050049,2195.449951,2153.971436,1516631
15-12-2022,2196.699951,2209,2173.600098,2177.550049,2136.409668,1323412
16-12-2022,2161,2211.600098,2161,2175,2133.907715,2822390
19-12-2022,2171,2187.449951,2155.050049,2184,2142.737793,1592779
20-12-2022,2179.899902,2179.899902,2138,2163.25,2122.379883,1747181
21-12-2022,2153.100098,2174.949951,2142.850098,2146.300049,2105.750244,1979681
22-12-2022,2144,2148.350098,2096.899902,2109.949951,2070.086914,1993744
23-12-2022,2094.5,2104.149902,2050.100098,2062.75,2023.778442,2026125
26-12-2022,2052.75,2108,2051,2091.050049,2051.543945,1154610
27-12-2022,2101.550049,2128,2085,2124.100098,2083.969482,1059351
28-12-2022,2129,2136,2113.649902,2121.100098,2081.026367,1153883
29-12-2022,2109.649902,2120.550049,2094.149902,2110.899902,2071.018799,1517150
30-12-2022,2115,2133,2081.100098,2085.800049,2046.393066,1189427
02-01-2023,2092.899902,2097.600098,2075.050049,2089.449951,2049.974121,807344
03-01-2023,2088,2096.800049,2067.949951,2088.949951,2049.483398,1260225
04-01-2023,2090.949951,2101.449951,2058,2070.550049,2031.431152,1015547
05-01-2023,2080,2099.199951,2068.5,2087.350098,2047.913818,1881403
06-01-2023,2090.199951,2121.699951,2071.850098,2086.550049,2047.128906,1877917
09-01-2023,2108,2127.300049,2100.75,2121.699951,2081.614746,1844365
10-01-2023,2131.899902,2131.899902,2097.199951,2106.649902,2066.849121,1425414
11-01-2023,2106.100098,2140,2097.100098,2125.350098,2085.196045,1455621
12-01-2023,2118.100098,2164.649902,2118.100098,2159.75,2118.946045,2726901
13-01-2023,2161.899902,2164.850098,2117.199951,2153.399902,2112.71582,2180210
16-01-2023,2147,2161,2132.300049,2137.199951,2096.822021,1009649
17-01-2023,2139.899902,2217.800049,2136.399902,2213.100098,2171.288086,4645453
18-01-2023,2221,2274.800049,2200,2266.5,2223.679199,4090049
19-01-2023,2259.850098,2283.800049,2241,2273.100098,2230.154297,2176835
20-01-2023,2282.449951,2297.649902,2238.449951,2249.949951,2207.44165,1962410
23-01-2023,2255,2273.300049,2227,2233.5,2191.30249,1466706
24-01-2023,2244.699951,2252.300049,2200,2207.5,2165.793701,1036962
25-01-2023,2201,2205,2155,2174.699951,2133.613525,2134447
27-01-2023,2174.699951,2195,2127.100098,2159.850098,2119.044189,1647900
30-01-2023,2129.399902,2173.25,2083.800049,2112.899902,2072.981201,3441304
31-01-2023,2119.949951,2132.75,2072.649902,2124.399902,2084.263916,4516463
01-02-2023,2133,2215.949951,2080.300049,2145.550049,2105.01416,6868872
02-02-2023,2135.600098,2166.949951,2107.850098,2144.899902,2104.376221,3488506
03-02-2023,2176.949951,2181.850098,2131.050049,2166.550049,2125.617676,2045634
06-02-2023,2164.25,2181.600098,2142.300049,2156.100098,2115.36499,1332484
07-02-2023,2162.25,2172,2150.050049,2165.300049,2124.391357,1089248
08-02-2023,2160.550049,2175.25,2125.550049,2130.850098,2090.592285,1452145
09-02-2023,2150,2151.949951,2135.699951,2147.399902,2106.829346,1563181
10-02-2023,2140.199951,2169.949951,2137.550049,2163.850098,2122.968506,1454665
13-02-2023,2173,2210.399902,2160.199951,2203.300049,2161.673096,2978938
14-02-2023,2215,2216,2182.149902,2191.649902,2150.24292,1874906
15-02-2023,2186,2187.850098,2157.25,2175.050049,2133.957031,1946344
16-02-2023,2186.800049,2202.300049,2171.699951,2178.300049,2137.145508,2464602
17-02-2023,2169.800049,2249,2160,2226.350098,2184.287598,3753179
20-02-2023,2233.699951,2252,2215,2225.5,2183.453613,1779752
21-02-2023,2239,2262,2222.699951,2229.449951,2187.329102,1882604
22-02-2023,2229,2241,2182.050049,2194.75,2153.284668,2103097
23-02-2023,2204,2208.199951,2153.5,2159.149902,2118.357178,2000556
24-02-2023,2160,2172.300049,2118.75,2134.050049,2093.731445,1479060
27-02-2023,2134.050049,2139.899902,2082.100098,2113.699951,2073.765869,1398112
28-02-2023,2115,2138.300049,2085,2109.149902,2069.301758,2108587
01-03-2023,2100,2130,2100,2115.300049,2075.335938,1389077
02-03-2023,2129.949951,2149,2107.550049,2121.600098,2081.516846,1727640
03-03-2023,2140,2159.899902,2132.25,2152.050049,2111.391357,1821066
06-03-2023,2158.25,2184.850098,2139.800049,2141.149902,2100.697266,1821012
08-03-2023,2152,2189.600098,2140.600098,2170.800049,2129.787354,2965342
09-03-2023,2174.949951,2199,2171.5,2193.199951,2151.763916,1873933
10-03-2023,2171.5,2182,2133,2157.850098,2117.082031,1900535
13-03-2023,2164.050049,2178.949951,2107,2133.850098,2093.5354,2334468
14-03-2023,2144.350098,2171,2134.399902,2144.199951,2103.689697,2871343
15-03-2023,2164.199951,2212.449951,2160,2176.649902,2135.526367,3044201
16-03-2023,2184.899902,2187,2132,2173.600098,2132.53418,2946792
17-03-2023,2186.699951,2228.899902,2186.699951,2195.75,2154.265869,3286473
20-03-2023,2191.100098,2205,2152,2177.550049,2136.409668,1996773
21-03-2023,2182.699951,2227,2182,2208.449951,2166.72583,3178680
22-03-2023,2219.5,2246.25,2207.899902,2213.949951,2172.12207,1956033
23-03-2023,2214,2242,2200.550049,2206.649902,2164.959717,2455799
24-03-2023,2206,2219.350098,2153.050049,2166.149902,2125.224854,1449544
27-03-2023,2175.050049,2190,2150,2154,2113.304443,1540581
28-03-2023,2167.75,2169.800049,2122.449951,2133.600098,2093.290283,1627243
29-03-2023,2137.649902,2159.300049,2121,2147.449951,2106.878174,2372385
31-03-2023,2156.5,2176.949951,2150.550049,2164.199951,2123.311768,1489542
03-04-2023,2180,2183.5,2155,2170.149902,2129.149414,1231654
05-04-2023,2170,2262.5,2165,2257.75,2215.094482,2763363
06-04-2023,2257.75,2291.649902,2254.449951,2274.25,2231.282715,2389899
10-04-2023,2284.899902,2319.899902,2278.050049,2309.699951,2266.062988,1955914
11-04-2023,2320,2330,2287.300049,2301.5,2258.017822,1342440
12-04-2023,2304,2312.699951,2281.949951,2288.5,2245.263672,1165839
13-04-2023,2294.800049,2295,2242.449951,2258.75,2216.075439,1956668
17-04-2023,2258.75,2273.800049,2201.149902,2214,2172.170898,4125850
18-04-2023,2220,2230,2188,2216.600098,2174.722168,2848601
19-04-2023,2208.100098,2235,2208.100098,2219.600098,2177.665283,1970015
20-04-2023,2225,2251.449951,2222.25,2232.75,2190.566895,1898996
21-04-2023,2240.149902,2243,2202,2215.199951,2173.348145,1009316
24-04-2023,2220,2232.699951,2186.550049,2228.899902,2186.789307,1239073
25-04-2023,2231.050049,2254,2218.100098,2247.949951,2205.479492,1350118
26-04-2023,2247.850098,2287.300049,2244.050049,2276.149902,2233.146973,1894812
27-04-2023,2275.75,2310,2267.100098,2305.600098,2262.040527,1252989
28-04-2023,2312.300049,2369,2312.300049,2364.399902,2319.729492,2884961
02-05-2023,2373.199951,2416.350098,2373.199951,2384.449951,2339.400635,1840153
03-05-2023,2384.100098,2390,2348.5,2356.300049,2311.782715,998235
04-05-2023,2361.800049,2381.649902,2342.850098,2356.899902,2312.371094,1230912
05-05-2023,2357,2406.949951,2357,2377.5,2332.582031,2425866
08-05-2023,2377.449951,2385,2354.050049,2365.399902,2320.710205,1583576
09-05-2023,2367.649902,2401.899902,2367.649902,2374.350098,2329.491699,1417301
10-05-2023,2387,2388.949951,2350,2364.449951,2319.77832,1675409
11-05-2023,2300,2314.050049,2237.350098,2242.149902,2199.789063,9470848
12-05-2023,2222.649902,2235,2197.350098,2221.100098,2179.136963,5367292
15-05-2023,2220.899902,2260,2215,2246.850098,2204.400391,2662740
16-05-2023,2254.600098,2255,2223.100098,2227.199951,2185.121582,2528855
17-05-2023,2224.350098,2244,2210.199951,2219.600098,2177.665283,1961004
18-05-2023,2230,2233.550049,2181,2188.199951,2146.858398,2290757
19-05-2023,2192,2199.050049,2168.5,2190.050049,2148.673584,1729803
22-05-2023,2190,2222,2178.399902,2216.600098,2174.722168,1112099
23-05-2023,2225.600098,2228.600098,2194,2197.649902,2156.130127,2265389
24-05-2023,2200,2208.5,2176,2185.149902,2143.865967,2648479
25-05-2023,2190,2207.300049,2178,2204.699951,2163.046631,1689521
26-05-2023,2209,2220.75,2201,2218.449951,2176.537109,1249128
29-05-2023,2225,2241.800049,2220.199951,2224.550049,2182.521729,1369656
30-05-2023,2230,2237,2207.199951,2210.800049,2169.03125,1716729
31-05-2023,2201.100098,2224,2200,2205.649902,2163.97876,2809284
01-06-2023,2217,2222,2202.149902,2207.800049,2166.088135,1049488
02-06-2023,2221,2237.300049,2212.149902,2234.550049,2192.333008,1399950
05-06-2023,2245,2272.800049,2240,2268.300049,2225.445068,2344944
06-06-2023,2269,2280.699951,2263.699951,2277.949951,2234.912842,1677680
07-06-2023,2278,2318,2278,2315.5,2271.753418,2128603
08-06-2023,2316.949951,2345.050049,2312.75,2340.300049,2296.084961,2556995
09-06-2023,2345,2368.850098,2338.25,2363,2318.355713,2501720
12-06-2023,2365,2370,2333.100098,2339.949951,2295.741211,1172382
13-06-2023,2345.850098,2357.899902,2327.100098,2354.399902,2309.918457,1688768
14-06-2023,2352.899902,2360,2340,2355.050049,2310.556152,1013564
15-06-2023,2355,2369.5,2349,2361.300049,2316.688232,2561534
16-06-2023,2363.75,2380,2352.25,2366.800049,2322.084229,1794542
19-06-2023,2379,2419.899902,2361,2366.350098,2321.642822,3111256
20-06-2023,2364.949951,2389.649902,2354.449951,2382,2336.99707,1771306
21-06-2023,2382,2412,2382,2394.449951,2349.21167,1607299
22-06-2023,2394.600098,2424,2380,2416.25,2370.599854,1741775
23-06-2023,2418.949951,2427,2383.25,2389.550049,2344.404541,1212955
26-06-2023,2398.100098,2403.850098,2367.949951,2377.550049,2332.631104,793572
27-06-2023,2387.449951,2396.949951,2371.550049,2388.050049,2342.932861,1012317
28-06-2023,2400,2432.899902,2390.050049,2421.449951,2375.701904,1734938
30-06-2023,2420,2483.5,2415.050049,2475.550049,2428.779541,2690699
03-07-2023,2478.199951,2492.399902,2448,2454.050049,2407.685791,1078456
04-07-2023,2458.199951,2484.399902,2458.199951,2461.850098,2415.338623,1441581
05-07-2023,2461,2484.949951,2454.350098,2470.800049,2424.119385,1191896
06-07-2023,2468.100098,2499.949951,2467.550049,2488.600098,2441.583252,1796824
07-07-2023,2482.75,2504,2444.600098,2449.350098,2403.074707,1837661
10-07-2023,2450,2463.350098,2420,2438.75,2392.674561,1178479
11-07-2023,2447.199951,2479,2447.199951,2474.550049,2427.798584,1219658
12-07-2023,2480.300049,2485.949951,2447.800049,2454.949951,2408.568848,1822435
13-07-2023,2466,2484.899902,2446.25,2450.149902,2403.859131,1141663
14-07-2023,2450.25,2477.050049,2448.649902,2472.25,2425.541992,845623
17-07-2023,2475,2494,2465,2468.800049,2422.157227,878697
18-07-2023,2469,2489.949951,2468.100098,2474.699951,2427.945557,720865
19-07-2023,2474.600098,2502.949951,2466.399902,2494.149902,2447.027832,1431080
20-07-2023,2494,2495.699951,2469.050049,2489.699951,2442.662109,1045704
21-07-2023,2522,2595,2521.100098,2586.25,2537.388184,4610417
24-07-2023,2637.649902,2638,2583.899902,2605.25,2556.029297,2155297
25-07-2023,2616,2617.75,2553,2560.899902,2512.51709,2068876
26-07-2023,2591,2673.850098,2585,2646.25,2596.254395,5820099
27-07-2023,2668.949951,2676.350098,2646.449951,2660.199951,2609.940918,2117794
28-07-2023,2660.149902,2668.149902,2625,2649.550049,2599.492188,1325724
31-07-2023,2655,2690,2631.100098,2681.350098,2630.69165,1284981
01-08-2023,2681.350098,2689,2655.350098,2666.649902,2639.897949,1298745
02-08-2023,2638,2644.949951,2602.699951,2622.149902,2601.698242,1479486
03-08-2023,2615,2642.75,2586.300049,2598.100098,2577.835938,1612618
04-08-2023,2605,2635,2598.5,2626.899902,2606.411133,1101278
07-08-2023,2628,2654,2623.100098,2635.899902,2615.341064,1163125
08-08-2023,2639.050049,2649.5,2628.300049,2632.199951,2611.669922,767310
09-08-2023,2635,2655,2615.25,2651.600098,2630.918701,906865
10-08-2023,2640.100098,2661.600098,2621.649902,2643.5,2622.881836,1040041
11-08-2023,2642.050049,2656.899902,2631.25,2638.5,2617.920898,1320121
14-08-2023,2637,2663.550049,2616,2659.899902,2639.153809,1364413
16-08-2023,2669,2695,2652.050049,2691.050049,2670.061035,1703875
17-08-2023,2691.050049,2691.050049,2642,2652.5,2631.811768,1629067
18-08-2023,2650,2674.699951,2632.75,2641.949951,2621.343994,1898966
21-08-2023,2641.850098,2666.600098,2623.449951,2662.25,2641.485596,1376318
22-08-2023,2668,2685.649902,2662,2678.800049,2657.906494,1497180
23-08-2023,2689.550049,2726,2682.449951,2717.600098,2696.404053,1990672
24-08-2023,2747.5,2766.800049,2680.600098,2688.149902,2667.183594,2619182
25-08-2023,2677.449951,2682.699951,2631,2638.399902,2617.821533,1408427
28-08-2023,2653.550049,2700,2650.050049,2695.350098,2674.327637,1551734
29-08-2023,2710,2722.100098,2696.300049,2718.949951,2697.743408,1101830
30-08-2023,2722.949951,2737.649902,2707,2709,2687.871094,1920079
31-08-2023,2720,2724.600098,2678.350098,2702.699951,2681.620117,2439625
01-09-2023,2710,2715.949951,2688.300049,2702.100098,2681.024902,1263430
04-09-2023,2733,2742,2705,2711.100098,2689.95459,1548282
05-09-2023,2720.5,2739,2720,2732.949951,2711.634033,1066447
06-09-2023,2740,2742.800049,2712,2730.449951,2709.153564,1747425
07-09-2023,2733,2855.949951,2730,2846.399902,2824.199219,4100519
08-09-2023,2888,2928.699951,2872.449951,2901.600098,2878.968994,3638510
11-09-2023,2905,2926,2890.050049,2894.199951,2871.626465,1545803
12-09-2023,2951.600098,3009,2932.449951,2944.100098,2921.137451,7788759
13-09-2023,2943.5,2943.699951,2888.449951,2906.75,2884.078613,2458417
14-09-2023,2924.899902,2931.649902,2906,2918.600098,2895.836182,1910041
15-09-2023,2933,2934.949951,2900,2908.550049,2885.864502,1655275
18-09-2023,2910,2930,2907,2919.850098,2897.076416,736631
20-09-2023,2926.949951,2944.949951,2886.050049,2890,2867.459229,1399240
21-09-2023,2885.050049,2905.100098,2846.050049,2899.350098,2876.736328,2444711
22-09-2023,2908.699951,2936.449951,2902.25,2918.5,2895.737061,1965569
25-09-2023,2917.949951,2923.800049,2871,2902.5,2879.861816,1049532
26-09-2023,2915,2944,2910,2912.550049,2889.833496,953456
27-09-2023,2922,2994.899902,2911.649902,2965.050049,2941.923828,2903693
28-09-2023,2989,3050.5,2978.25,3010,2986.523193,4081102
29-09-2023,3040,3058.350098,3005.25,3023.550049,2999.967773,2698016
03-10-2023,3040.5,3077.449951,2995.100098,3073.25,3049.280029,3254492
04-10-2023,3064.100098,3064.100098,2990.050049,3027.75,3004.134766,3100946
05-10-2023,3032.550049,3114.899902,3032.550049,3096.050049,3071.9021,3413447
06-10-2023,3114.949951,3114.949951,3073.149902,3093.699951,3069.570557,1898118
